"Player Details","","","","","","","","","Rushing","","","","","","","","","","","","","","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"2043","JaMycal Hasty","NE","RB","1","2024","1","2","SEA","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","0.2","0.2"
"2044","Julius Chestnut","TEN","RB","1","2024","1","6","IND","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","0.2","0.2"
"2045","Isaac Guerendo","SF","RB","1","2024","1","7","KC","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","1","3.2","1","5","2.4","5.00","5.00","5.0","100.0","0","0.0","0","0","1","2.0","2.0","1.7","1.7"
"2046","Ainias Smith","PHI","WR","1","2024","1","9","JAX","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","1","4.2","1","0","0.0","","0.00","0.0","100.0","0","0.0","0","0","0","2.0","2.0","1.2","1.2"
"2047","Jameson Williams","DET","WR","1","2024","1","11","JAX","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","6","18.2","4","124","27.6","31.00","20.67","124.0","66.7","1","25.0","0","0","0","9.4","9.4","22.6","22.6"
"2048","Trey McBride","ARZ","TE","1","2024","1","9","CHI","1","2","2.0","2.00","1","0","0","0","0","100.0","","","","","","","1","50.0","1","25.0","1","11.1","3","15.0","3","35","22.7","11.67","11.67","35.0","100.0","0","0.0","0","1","0","6.6","6.6","12.7","12.7"
"2049","Bailey Zappe","CLV","QB","1","2024","1","18","BLT","2","2","2.0","1.00","0","0","1","3","0","50.0","50.0","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","9.0","9.0"
"2050","Geno Smith","SEA","QB","1","2024","1","12","ARZ","3","2","2.0","0.67","0","0","1","4","0","33.3","33.3","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","13.4","13.4"
"2051","Marcus Mariota","WAS","QB","1","2024","2","1","TB","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","0.2","0.2"
"2052","Terry McLaurin","WAS","WR","1","2024","1","5","CLV","1","2","2.0","2.00","0","1","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","8","28.6","4","112","47.5","28.00","14.00","112.0","50.0","0","0.0","0","1","0","13.1","13.1","14.4","14.4"
"2053","Myles Gaskin","MIN","RB","1","2024","1","5","NYJ","2","2","2.0","1.00","0","0","0","0","0","50.0","","","","","","","0","0.0","0","0.0","1","33.3","1","3.1","1","11","5.4","11.00","11.00","11.0","100.0","0","0.0","0","0","0","3.3","3.3","2.3","2.3"
"2054","Josh Johnson","BLT","QB","1","2024","1","9","DEN","3","2","2.0","0.67","0","0","0","0","0","66.7","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","0.2","0.2"
"2055","Quentin Johnston","LAC","WR","1","2024","1","9","CLV","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","5","18.5","4","118","41.8","29.50","23.60","118.0","80.0","1","50.0","0","0","0","7.9","7.9","22.0","22.0"
"2056","Zay Flowers","BLT","WR","1","2024","1","6","WAS","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","1","14.3","9","34.6","9","132","40.9","14.67","14.67","132.0","100.0","0","0.0","0","0","0","14.7","14.7","22.4","22.4"
"2057","Roschon Johnson","CHI","RB","1","2024","1","12","MIN","2","2","2.0","1.00","1","0","0","0","0","100.0","","","","","","","2","100.0","2","100.0","2","66.7","1","2.1","1","10","2.9","10.00","10.00","10.0","100.0","0","0.0","0","1","0","5.0","5.0","8.2","8.2"
"2058","Sam Howell","SEA","QB","1","2024","1","15","GB","1","2","2.0","2.00","0","0","1","2","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","0.2","0.2"
"2059","Pierre Strong","CLV","RB","1","2024","1","5","WAS","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","1","3.4","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","0.2","0.2"
"2060","Mark Andrews","BLT","TE","1","2024","1","13","PHI","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","7","19.4","6","67","28.3","11.17","9.57","67.0","85.7","1","50.0","0","2","0","12.5","12.5","18.9","18.9"
"2061","Ezekiel Elliott","DAL","RB","1","2024","1","17","PHI","3","2","2.0","0.67","0","0","0","0","0","66.7","33.3","33.3","","","","","1","100.0","1","100.0","1","25.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.3","2.3","0.2","0.2"
"2062","Tucker Kraft","GB","TE","1","2024","1","6","ARZ","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","4","12.5","2","13","5.0","6.50","3.25","13.0","50.0","0","0.0","0","0","0","6.4","6.4","3.5","3.5"
"2063","Chris Rodriguez Jr.","WAS","RB","1","2024","1","15","NO","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","0.2","0.2"
"2064","CeeDee Lamb","DAL","WR","1","2024","1","5","PIT","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","7","16.7","5","62","17.6","12.40","8.86","62.0","71.4","0","0.0","0","1","0","11.7","11.7","11.4","11.4"
"2065","Baker Mayfield","TB","QB","1","2024","1","17","CAR","1","2","2.0","2.00","0","0","1","2","0","100.0","","","","","","","0","0.0","0","0.0","1","11.1","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.4","1.4","34.6","34.6"
"2066","CeeDee Lamb","DAL","WR","1","2024","1","6","DET","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","14","31.8","7","89","39.7","12.71","6.36","89.0","50.0","0","0.0","1","3","0","23.6","23.6","16.1","16.1"
"2067","Mark Andrews","BLT","TE","1","2024","1","12","LAC","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","5","22.7","5","44","24.9","8.80","8.80","44.0","100.0","1","50.0","1","1","0","8.7","8.7","15.6","15.6"
"2068","Ameer Abdullah","LV","RB","1","2024","1","8","KC","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","1","3.3","1","9","4.3","9.00","9.00","9.0","100.0","0","0.0","0","0","0","2.0","2.0","2.1","2.1"
"2069","Rasheen Ali","BLT","RB","1","2024","1","16","PIT","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","1","12.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.4","1.4","0.2","0.2"
"2070","Jordan Love","GB","QB","1","2024","1","16","NO","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","11.5","11.5"
"2071","Tucker Kraft","GB","TE","1","2024","1","9","DET","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","5","12.8","4","34","12.5","8.50","6.80","34.0","80.0","0","0.0","0","1","0","8.7","8.7","7.6","7.6"
"2072","Jordan Love","GB","QB","1","2024","1","12","SF","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","1","12.5","1","7.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.4","1.4","14.7","14.7"
"2073","Adonai Mitchell","IND","WR","1","2024","1","11","NYJ","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","1","14.3","1","3.3","1","33","12.1","33.00","33.00","33.0","100.0","0","0.0","0","0","0","2.8","2.8","4.5","4.5"
"2074","Hassan Haskins","LAC","RB","1","2024","1","7","ARZ","2","2","2.0","1.00","0","0","0","0","0","50.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","0.2","0.2"
"2075","Jonathan Mingo","CAR","WR","1","2024","1","3","LV","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","4","10.8","3","18","5.6","6.00","4.50","18.0","75.0","0","0.0","0","0","0","6.4","6.4","5.0","5.0"
"2076","Justice Hill","BLT","RB","1","2024","1","6","WAS","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","1","14.3","1","3.8","1","2","0.6","2.00","2.00","2.0","100.0","0","0.0","0","1","0","3.6","3.6","1.4","1.4"
"2077","Brock Bowers","LV","TE","1","2024","1","13","KC","1","2","2.0","2.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","13","37.1","10","140","41.2","14.00","10.77","140.0","76.9","1","50.0","1","1","0","20.5","20.5","30.2","30.2"
"2078","Mike Boone","CAR","RB","1","2024","1","16","ARZ","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","1","16.7","1","12.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.4","1.4","0.1","0.1"
"2079","DeVonta Smith","PHI","WR","1","2024","1","15","PIT","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","1","6.3","11","34.4","11","109","37.6","9.91","9.91","109.0","100.0","1","50.0","1","2","0","19.3","19.3","28.0","28.0"
"2080","Justin Herbert","LAC","QB","1","2024","1","13","ATL","5","1","1.0","0.20","0","0","0","0","0","40.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","8.0","8.0"
"2081","Travis Kelce","KC","TE","1","2024","1","2","CIN","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","1","20.0","1","16.7","1","12.5","2","8.0","1","5","3.3","5.00","2.50","5.0","50.0","0","0.0","0","0","0","4.3","4.3","1.6","1.6"
"2082","Russell Wilson","PIT","QB","1","2024","1","11","BLT","4","1","1.0","0.25","0","0","1","3","0","25.0","25.0","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","7.3","7.3"
"2083","Cordarrelle Patterson","PIT","RB","1","2024","1","18","CIN","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","0.1","0.1"
"2084","Hassan Haskins","LAC","RB","1","2024","1","11","CIN","2","1","1.0","0.50","0","0","0","0","0","50.0","","","","","","","2","66.7","2","50.0","2","40.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.7","2.7","0.1","0.1"
"2085","Bo Melton","GB","WR","1","2024","1","18","CHI","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","0.1","0.1"
"2086","Drew Lock","NYG","QB","1","2024","1","16","ATL","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","9.5","9.5"
"2087","Elijah Moore","CLV","WR","1","2024","1","13","DEN","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","13","22.4","8","111","22.3","13.88","8.54","111.0","61.5","0","0.0","1","1","0","20.5","20.5","19.2","19.2"
"2088","Derek Carr","NO","QB","1","2024","1","2","DAL","1","1","1.0","1.00","1","0","0","0","0","100.0","","","","","","","1","50.0","1","25.0","1","10.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.4","1.4","22.8","22.8"
"2089","Javonte Williams","DEN","RB","1","2024","1","13","CLV","4","1","1.0","0.25","1","0","0","0","0","25.0","","","","","","","2","50.0","2","50.0","2","25.0","2","5.7","1","3","1.0","3.00","1.50","3.0","50.0","0","0.0","0","0","0","6.6","6.6","7.4","7.4"
"2090","Joe Burrow","CIN","QB","1","2024","1","5","BLT","2","1","1.0","0.50","0","0","1","1","0","50.0","","","","","","","1","33.3","1","33.3","1","20.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.8","1.8","34.8","34.8"
"2091","Laviska Shenault","SEA","WR","1","2024","1","1","DEN","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","1","4.0","1","0","0.0","","0.00","0.0","100.0","0","0.0","0","0","0","2.0","2.0","1.1","1.1"
"2092","Ameer Abdullah","LV","RB","1","2024","1","2","BLT","2","1","1.0","0.50","0","0","0","0","0","50.0","50.0","","","","","","0","0.0","0","0.0","0","0.0","2","5.3","2","1","0.4","0.50","0.50","1.0","100.0","0","0.0","0","0","0","3.9","3.9","2.2","2.2"
"2093","D'Onta Foreman","CLV","RB","1","2024","1","16","CIN","2","1","1.0","0.50","0","1","0","0","0","50.0","","","","","","","2","66.7","2","40.0","2","25.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.7","2.7","-0.9","-0.9"
"2094","Javonte Williams","DEN","RB","1","2024","1","10","KC","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","1","25.0","2","6.7","2","6","2.8","3.00","3.00","6.0","100.0","0","0.0","0","0","0","4.3","4.3","2.7","2.7"
"2095","Michael Burton","DEN","FB","1","2024","1","13","CLV","1","1","1.0","1.00","1","0","0","0","0","100.0","","","","","","","1","25.0","1","25.0","1","12.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.4","1.4","6.1","6.1"
"2096","Mark Andrews","BLT","TE","1","2024","1","16","PIT","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","6","26.1","4","37","17.9","9.25","6.17","37.0","66.7","1","33.3","1","2","0","11.0","11.0","13.8","13.8"
"2097","CeeDee Lamb","DAL","WR","1","2024","1","14","CIN","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","7","22.6","6","93","50.8","15.50","13.29","93.0","85.7","1","50.0","0","2","0","12.5","12.5","21.4","21.4"
"2098","Miles Sanders","CAR","RB","1","2024","1","6","ATL","3","1","1.0","0.33","0","0","0","0","0","66.7","33.3","","","","","","0","0.0","0","0.0","1","25.0","1","2.6","1","12","5.4","12.00","12.00","12.0","100.0","0","0.0","0","1","0","4.6","4.6","2.3","2.3"
"2099","Jeremy McNichols","WAS","RB","1","2024","1","3","CIN","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","0.1","0.1"
"2100","Marvin Mims","DEN","WR","1","2024","2","1","BUF","2","1","1.0","0.50","0","0","0","0","0","50.0","50.0","","","","","","0","0.0","0","0.0","0","0.0","4","17.4","2","12","7.5","6.00","3.00","12.0","50.0","0","0.0","0","0","0","6.9","6.9","3.3","3.3"
"2101","Trey Lance","DAL","QB","1","2024","1","17","PHI","1","1","1.0","1.00","0","0","1","1","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","0.1","0.1"
"2102","Kenny Pickett","PHI","QB","1","2024","1","10","DAL","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","0.3","0.3"
"2103","Joe Flacco","IND","QB","1","2024","1","17","NYG","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","18.3","18.3"
"2104","Josh Allen","BUF","QB","1","2024","1","7","TEN","3","1","1.0","0.33","0","0","1","7","0","33.3","33.3","33.3","","","","","1","100.0","1","100.0","1","16.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.3","2.3","21.0","21.0"
"2105","Rashee Rice","KC","WR","1","2024","1","3","ATL","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","14","35.9","12","110","50.7","9.17","7.86","110.0","85.7","1","50.0","1","2","0","22.8","22.8","29.1","29.1"
"2106","Samaje Perine","KC","RB","1","2024","1","18","DEN","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","1","5.9","1","13","13.3","13.00","13.00","13.0","100.0","0","0.0","0","0","0","2.0","2.0","2.4","2.4"
"2107","Cooper Rush","DAL","QB","1","2024","1","12","WAS","4","1","1.0","0.25","0","1","1","3","0","25.0","25.0","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","18.0","18.0"
"2108","D'Ernest Johnson","JAX","RB","1","2024","1","5","IND","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","3","8.8","2","9","2.4","4.50","3.00","9.0","66.7","0","0.0","0","0","0","4.9","4.9","3.0","3.0"
"2109","Joe Flacco","IND","QB","1","2024","1","6","TEN","1","1","1.0","1.00","0","0","1","1","0","100.0","","","","","","","0","0.0","0","0.0","1","16.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.4","1.4","14.7","14.7"
"2110","Jameis Winston","CLV","QB","1","2024","1","3","NYG","2","1","1.0","0.50","0","0","0","0","0","50.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","0.1","0.1"
"2111","Ezekiel Elliott","DAL","RB","1","2024","1","16","TB","1","1","1.0","1.00","1","0","0","0","0","100.0","","","","","","","1","100.0","1","100.0","1","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.4","1.4","6.1","6.1"
"2112","Kyle Juszczyk","SF","FB","1","2024","1","8","DAL","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","1","25.0","1","14.3","1","10.0","1","3.8","1","6","2.3","6.00","6.00","6.0","100.0","0","0.0","0","0","0","2.8","2.8","1.7","1.7"
"2113","Tanner Hudson","CIN","TE","1","2024","1","10","BLT","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","7","12.5","6","42","9.8","7.00","6.00","42.0","85.7","1","25.0","1","1","0","11.7","11.7","16.3","16.3"
"2114","Rhamondre Stevenson","NE","RB","1","2024","1","17","LAC","2","1","1.0","0.50","0","0","0","0","0","50.0","50.0","50.0","","","","","0","0.0","0","0.0","0","0.0","1","4.2","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","0.1","0.1"
"2115","Ameer Abdullah","LV","RB","1","2024","1","11","MIA","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","3","7.0","3","16","5.7","5.33","5.33","16.0","100.0","1","50.0","1","1","0","5.7","5.7","10.7","10.7"
"2116","Eric Gray","NYG","RB","1","2024","1","4","DAL","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","0.1","0.1"
"2117","Treylon Burks","TEN","WR","1","2024","1","1","CHI","2","1","1.0","0.50","0","0","0","0","0","50.0","50.0","50.0","","","","","0","0.0","0","0.0","0","0.0","2","6.3","1","2","1.6","2.00","1.00","2.0","50.0","0","0.0","0","0","0","3.9","3.9","1.3","1.3"
"2118","Curtis Samuel","BUF","WR","1","2024","1","14","LA","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","3","8.1","2","15","4.4","7.50","5.00","15.0","66.7","0","0.0","0","0","0","4.9","4.9","3.6","3.6"
"2119","Demario Douglas","NE","WR","1","2024","1","12","MIA","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","6","15.8","5","62","27.9","12.40","10.33","62.0","83.3","0","0.0","0","0","0","9.4","9.4","11.3","11.3"
"2120","Jared Goff","DET","QB","1","2024","1","8","TEN","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","15.5","15.5"
"2121","Daniel Jones","NYG","QB","1","2024","1","8","PIT","3","1","1.0","0.33","0","0","1","1","0","66.7","","","","","","","0","0.0","0","0.0","1","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.3","2.3","8.7","8.7"
"2122","Jared Goff","DET","QB","1","2024","1","13","CHI","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","1","50.0","1","33.3","1","12.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.4","1.4","16.9","16.9"
"2123","KaVontae Turpin","DAL","WR","1","2024","1","3","BLT","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","3","5.9","3","51","13.5","17.00","17.00","51.0","100.0","1","50.0","0","1","0","5.7","5.7","14.2","14.2"
"2124","Dak Prescott","DAL","QB","1","2024","1","6","DET","1","1","1.0","1.00","0","0","1","1","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","5.2","5.2"
"2125","Ameer Abdullah","LV","RB","1","2024","1","14","TB","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","1","20.0","1","11.1","2","5.4","1","-3","-1.5","-3.00","-1.50","-3.0","50.0","0","0.0","1","1","0","5.1","5.1","0.8","0.8"
"2126","Jeremy McNichols","WAS","RB","1","2024","2","1","TB","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","0.1","0.1"
"2127","Aaron Rodgers","NYJ","QB","1","2024","1","2","TEN","2","1","1.0","0.50","0","0","1","2","0","50.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","15.1","15.1"
"2128","CeeDee Lamb","DAL","WR","1","2024","1","12","WAS","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","10","31.3","10","67","27.1","6.70","6.70","67.0","100.0","0","0.0","0","1","0","16.1","16.1","16.8","16.8"
"2129","Tanner McKee","PHI","QB","1","2024","1","18","NYG","3","1","1.0","0.33","0","0","0","0","0","33.3","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","18.9","18.9"
"2130","Rachaad White","TB","RB","1","2024","2","1","WAS","1","1","1.0","1.00","0","0","0","0","0","100.0","","","","","","","0","0.0","0","0.0","0","0.0","2","11.1","2","14","7.6","7.00","7.00","14.0","100.0","0","0.0","0","0","0","3.5","3.5","3.5","3.5"
"2131","Alexander Mattison","LV","RB","1","2024","1","2","BLT","4","1","1.0","0.25","1","0","0","0","0","50.0","25.0","","","","","","1","100.0","2","100.0","2","100.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.7","3.7","6.1","6.1"
"2132","Eric Gray","NYG","RB","1","2024","1","12","TB","1","-1","-1.0","-1.00","0","0","0","0","0","","","","","","","","0","0.0","0","0.0","1","16.7","2","6.3","2","7","3.6","3.50","3.50","7.0","100.0","0","0.0","0","0","0","4.3","4.3","2.6","2.6"
"2133","Antonio Gibson","NE","RB","1","2024","1","9","TEN","1","-1","-1.0","-1.00","0","0","0","0","0","","","","","","","","0","0.0","0","0.0","0","0.0","1","2.4","1","12","5.8","12.00","12.00","12.0","100.0","0","0.0","0","0","0","2.0","2.0","2.1","2.1"
"2134","Kirk Cousins","ATL","QB","1","2024","1","2","PHI","4","-1","-1.0","-0.25","0","1","1","1","0","25.0","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","17.5","17.5"
"2135","Jaylen Waddle","MIA","WR","1","2024","1","10","LA","1","-1","-1.0","-1.00","0","0","0","0","0","","","","","","","","0","0.0","0","0.0","1","50.0","6","21.4","3","57","27.5","19.00","9.50","57.0","50.0","0","0.0","0","0","0","10.2","10.2","8.6","8.6"
"2136","Jonnu Smith","MIA","TE","1","2024","1","5","NE","1","-1","-1.0","-1.00","0","0","0","0","0","","","","","","","","0","0.0","0","0.0","0","0.0","8","25.8","5","62","32.0","12.40","7.75","62.0","62.5","0","0.0","0","0","0","12.3","12.3","11.1","11.1"
"2137","Alec Ingold","MIA","FB","1","2024","1","7","IND","2","-1","-1.0","-0.50","0","1","0","0","0","","","","","","","","0","0.0","0","0.0","1","25.0","1","3.8","1","25","15.5","25.00","25.00","25.0","100.0","0","0.0","0","0","0","3.3","3.3","2.4","2.4"
"2138","Jake Haener","NO","QB","1","2024","1","14","NYG","1","-1","-1.0","-1.00","0","0","0","0","0","","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","-0.1","-0.1"
"2139","Kyle Juszczyk","SF","FB","1","2024","1","13","BUF","1","-1","-1.0","-1.00","0","1","0","0","0","","","","","","","","1","100.0","1","100.0","1","20.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.4","1.4","-1.1","-1.1"
"2140","Jermaine Jackson","NO","WR","1","2024","1","9","CAR","1","-1","-1.0","-1.00","0","0","0","0","0","","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","-0.1","-0.1"
"2141","Jordan Love","GB","QB","1","2024","1","8","JAX","1","-1","-1.0","-1.00","0","0","0","0","0","","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","6.7","6.7"
"2142","Aaron Rodgers","NYJ","QB","1","2024","1","1","SF","1","-1","-1.0","-1.00","0","0","0","0","0","","","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","9.6","9.6"
