"Player Details","","","","","","","","","Rushing","","","","","","","","","","","","","","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"394","Gus Edwards","LAC","RB","1","2024","1","2","CAR","18","59","59.0","3.28","0","0","0","0","0","88.9","66.7","27.8","","","","","0","0.0","1","100.0","1","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","9.7","9.7","5.9","5.9"
"395","Tyler Allgeier","ATL","RB","1","2024","1","10","NO","11","59","59.0","5.36","0","0","0","0","0","72.7","54.5","45.5","9.1","9.1","9.1","","3","75.0","3","60.0","3","60.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.0","8.0","5.9","5.9"
"396","Chuba Hubbard","CAR","RB","1","2024","1","12","KC","16","58","58.0","3.63","1","0","0","0","0","87.5","56.3","25.0","6.3","","","","3","100.0","3","100.0","7","100.0","4","11.4","1","2","0.8","2.00","0.50","2.0","25.0","0","0.0","0","2","0","21.4","21.4","15.0","15.0"
"397","Jordan Mason","SF","RB","1","2024","1","7","KC","14","58","58.0","4.14","0","0","0","0","0","64.3","50.0","28.6","7.1","7.1","7.1","","3","60.0","4","66.7","4","57.1","2","6.5","2","11","5.2","5.50","5.50","11.0","100.0","0","0.0","0","0","0","13.3","13.3","8.9","8.9"
"398","Jerome Ford","CLV","RB","1","2024","1","4","LV","10","58","58.0","5.80","0","0","0","0","0","80.0","60.0","40.0","10.0","10.0","10.0","10.0","1","33.3","1","33.3","1","20.0","7","21.9","7","27","15.3","3.86","3.86","27.0","100.0","0","0.0","0","0","0","16.1","16.1","15.5","15.5"
"399","Chase Brown","CIN","RB","1","2024","1","14","DAL","14","58","58.0","4.14","0","0","0","0","0","92.9","71.4","35.7","7.1","","","","0","0.0","1","100.0","2","100.0","8","18.2","6","65","17.6","10.83","8.13","65.0","75.0","1","33.3","0","2","0","22.0","22.0","24.3","24.3"
"400","Zack Moss","CIN","RB","1","2024","1","3","WAS","12","58","58.0","4.83","1","0","0","0","0","91.7","66.7","50.0","16.7","8.3","","","1","100.0","2","100.0","4","80.0","6","15.8","5","39","12.0","7.80","6.50","39.0","83.3","0","0.0","0","1","0","19.0","19.0","20.7","20.7"
"401","Aaron Jones","MIN","RB","1","2024","1","8","LA","19","58","58.0","3.05","0","0","0","0","0","84.2","57.9","26.3","","","","","1","100.0","2","100.0","4","100.0","2","8.0","2","37","15.4","18.50","18.50","37.0","100.0","0","0.0","0","0","0","15.7","15.7","11.5","11.5"
"402","Drew Lock","NYG","QB","1","2024","1","13","DAL","4","57","57.0","14.25","1","0","3","57","1","75.0","75.0","75.0","50.0","50.0","50.0","","0","0.0","1","50.0","1","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.8","2.8","16.8","16.8"
"403","Jonathan Taylor","IND","RB","1","2024","1","11","NYJ","24","57","57.0","2.38","0","0","0","0","0","79.2","41.7","16.7","4.2","","","","1","33.3","2","50.0","4","57.1","2","6.7","1","3","1.1","3.00","1.50","3.0","50.0","0","0.0","0","0","0","18.2","18.2","7.0","7.0"
"404","Breece Hall","NYJ","RB","1","2024","1","18","MIA","12","57","57.0","4.75","0","0","0","0","0","75.0","41.7","33.3","25.0","8.3","","","0","0.0","1","50.0","1","33.3","5","13.5","3","15","5.5","5.00","3.00","15.0","60.0","1","25.0","1","1","0","15.0","15.0","18.2","18.2"
"405","Kyler Murray","ARZ","QB","1","2024","1","1","BUF","5","57","57.0","11.40","0","0","3","47","0","80.0","80.0","80.0","60.0","20.0","20.0","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","15.2","15.2"
"406","Isaac Guerendo","SF","RB","1","2024","1","15","LA","16","57","57.0","3.56","0","0","0","0","0","81.3","50.0","25.0","12.5","6.3","","","0","0.0","0","0.0","0","0.0","4","12.9","4","18","12.7","4.50","4.50","18.0","100.0","0","0.0","0","0","0","13.8","13.8","11.5","11.5"
"407","Saquon Barkley","PHI","RB","1","2024","2","4","KC","25","57","57.0","2.28","0","0","0","0","0","76.0","40.0","12.0","4.0","","","","1","50.0","2","66.7","2","50.0","7","30.4","6","40","18.1","6.67","5.71","40.0","85.7","0","0.0","0","0","0","24.3","24.3","15.7","15.7"
"408","Zach Charbonnet","SEA","RB","1","2024","1","17","CHI","15","57","57.0","3.80","0","0","0","0","0","86.7","46.7","46.7","6.7","","","","0","0.0","0","0.0","1","50.0","3","13.0","3","19","11.9","6.33","6.33","19.0","100.0","0","0.0","0","0","0","12.7","12.7","10.6","10.6"
"409","Joe Mixon","HST","RB","1","2024","1","16","KC","14","57","57.0","4.07","0","0","0","0","0","78.6","50.0","21.4","14.3","7.1","7.1","","0","0.0","0","0.0","2","100.0","2","5.1","1","14","5.7","14.00","7.00","14.0","50.0","0","0.0","0","0","0","11.5","11.5","8.1","8.1"
"410","J.K. Dobbins","LAC","RB","1","2024","1","8","NO","17","57","57.0","3.35","1","0","0","0","0","94.1","52.9","23.5","5.9","","","","1","50.0","1","50.0","2","50.0","5","15.6","4","11","3.9","2.75","2.20","11.0","80.0","0","0.0","0","1","0","18.3","18.3","16.8","16.8"
"411","Justin Fields","PIT","QB","1","2024","1","1","ATL","14","57","57.0","4.07","0","1","5","31","0","85.7","78.6","35.7","7.1","","","","0","0.0","2","50.0","5","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","11.2","11.2","11.9","11.9"
"412","Marcus Mariota","WAS","QB","1","2024","1","18","DAL","5","56","56.0","11.20","1","0","2","8","0","100.0","80.0","80.0","40.0","20.0","20.0","20.0","1","100.0","1","100.0","1","100.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.3","3.3","26.0","26.0"
"413","Raheem Mostert","MIA","RB","1","2024","1","9","BUF","10","56","56.0","5.60","0","1","0","0","0","70.0","70.0","60.0","20.0","10.0","","","0","0.0","0","0.0","1","16.7","2","7.1","2","32","13.9","16.00","16.00","32.0","100.0","0","0.0","0","0","0","8.7","8.7","9.8","9.8"
"414","Anthony Richardson","IND","QB","1","2024","1","1","HST","6","56","56.0","9.33","1","0","3","32","1","100.0","100.0","66.7","50.0","16.7","","","1","33.3","1","25.0","2","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.7","4.7","27.1","27.1"
"415","Kenneth Gainwell","PHI","RB","1","2024","1","7","NYG","13","56","56.0","4.31","0","0","0","0","0","84.6","46.2","23.1","23.1","","","","2","25.0","3","30.0","5","38.5","1","6.7","1","11","9.6","11.00","11.00","11.0","100.0","0","0.0","0","0","0","12.2","12.2","7.7","7.7"
"416","Daniel Jones","NYG","QB","1","2024","1","6","CIN","11","56","56.0","5.09","0","0","2","14","0","90.9","72.7","45.5","27.3","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.4","5.4","12.8","12.8"
"417","Kyren Williams","LA","RB","1","2024","1","17","ARZ","13","56","56.0","4.31","1","0","0","0","0","84.6","61.5","30.8","15.4","7.7","","","2","100.0","3","100.0","3","75.0","3","9.4","3","16","8.5","5.33","5.33","16.0","100.0","0","0.0","0","0","0","13.4","13.4","16.2","16.2"
"418","Chuba Hubbard","CAR","RB","1","2024","1","8","DEN","15","56","56.0","3.73","0","0","0","0","0","86.7","46.7","33.3","6.7","6.7","","","0","0.0","0","0.0","1","100.0","2","5.3","2","15","6.7","7.50","7.50","15.0","100.0","0","0.0","0","1","0","12.0","12.0","9.1","9.1"
"419","Caleb Williams","CHI","QB","1","2024","1","6","JAX","4","56","56.0","14.00","0","0","2","42","0","100.0","100.0","75.0","75.0","50.0","25.0","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","29.6","29.6"
"420","Brock Purdy","SF","QB","1","2024","1","8","DAL","8","56","56.0","7.00","1","0","5","51","0","87.5","75.0","62.5","25.0","12.5","","","2","50.0","2","28.6","3","30.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.5","6.5","26.0","26.0"
"421","Anthony Richardson","IND","QB","1","2024","1","7","MIA","14","56","56.0","4.00","0","1","5","34","0","71.4","42.9","28.6","14.3","7.1","7.1","","1","100.0","3","50.0","3","37.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","9.4","9.4","9.8","9.8"
"422","Jalen Hurts","PHI","QB","1","2024","1","10","DAL","7","56","56.0","8.00","2","0","3","46","0","85.7","57.1","57.1","28.6","14.3","14.3","","1","100.0","2","50.0","2","22.2","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.2","5.2","31.7","31.7"
"423","J.K. Dobbins","LAC","RB","1","2024","1","11","CIN","11","56","56.0","5.09","2","0","0","0","0","63.6","45.5","27.3","18.2","18.2","9.1","","1","33.3","1","25.0","1","20.0","1","2.8","1","3","1.0","3.00","3.00","3.0","100.0","0","0.0","0","0","0","7.7","7.7","18.9","18.9"
"424","Tony Jones","ARZ","RB","1","2024","1","18","SF","4","55","55.0","13.75","1","0","0","0","0","100.0","75.0","25.0","25.0","25.0","25.0","25.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","11.5","11.5"
"425","Joe Burrow","CIN","QB","1","2024","1","6","NYG","4","55","55.0","13.75","1","0","2","57","1","50.0","50.0","50.0","50.0","25.0","25.0","25.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","19.8","19.8"
"426","Gus Edwards","LAC","RB","1","2024","1","10","TEN","10","55","55.0","5.50","0","0","0","0","0","90.0","90.0","60.0","20.0","","","","0","0.0","2","28.6","4","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.3","8.3","5.5","5.5"
"427","Lamar Jackson","BLT","QB","1","2024","1","5","CIN","12","55","55.0","4.58","0","1","4","26","0","75.0","66.7","33.3","16.7","8.3","","","1","33.3","3","60.0","3","60.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.5","8.5","34.4","34.4"
"428","Josh Allen","BUF","QB","1","2024","1","11","KC","12","55","55.0","4.58","1","0","5","45","1","83.3","41.7","25.0","8.3","8.3","8.3","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.9","5.9","25.0","25.0"
"429","Justin Fields","PIT","QB","1","2024","1","4","IND","10","55","55.0","5.50","2","1","4","16","2","80.0","70.0","60.0","20.0","","","","2","66.7","2","66.7","3","60.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","7.5","7.5","33.0","33.0"
"430","Justice Hill","BLT","RB","1","2024","1","12","LAC","4","55","55.0","13.75","1","0","0","0","0","75.0","50.0","50.0","25.0","25.0","25.0","25.0","0","0.0","0","0.0","0","0.0","2","9.1","2","7","4.0","3.50","3.50","7.0","100.0","0","0.0","0","0","0","4.9","4.9","14.2","14.2"
"431","Isiah Pacheco","KC","RB","1","2024","1","14","LAC","14","55","55.0","3.93","0","0","0","0","0","100.0","64.3","28.6","","","","","0","0.0","0","0.0","1","25.0","4","10.8","2","6","2.9","3.00","1.50","6.0","50.0","0","0.0","0","0","0","13.6","13.6","8.1","8.1"
"432","Kareem Hunt","KC","RB","1","2024","1","16","HST","11","55","55.0","5.00","1","0","0","0","0","100.0","63.6","36.4","9.1","9.1","9.1","","1","100.0","1","100.0","3","37.5","3","7.3","2","24","9.2","12.00","8.00","24.0","66.7","0","0.0","0","0","0","12.4","12.4","15.9","15.9"
"433","Tank Bigsby","JAX","RB","1","2024","1","14","TEN","18","55","55.0","3.06","1","0","0","0","0","72.2","50.0","22.2","5.6","","","","0","0.0","1","100.0","2","66.7","2","6.5","1","7","3.2","7.00","3.50","7.0","50.0","0","0.0","0","0","0","13.5","13.5","13.2","13.2"
"434","Russell Wilson","PIT","QB","1","2024","1","17","KC","6","55","55.0","9.17","1","0","6","55","1","100.0","83.3","83.3","50.0","16.7","","","1","50.0","1","50.0","1","25.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.8","3.8","18.7","18.7"
"435","Alvin Kamara","NO","RB","1","2024","1","10","ATL","17","55","55.0","3.24","0","0","0","0","0","76.5","47.1","35.3","5.9","","","","2","100.0","2","66.7","3","60.0","6","24.0","5","54","20.1","10.80","9.00","54.0","83.3","0","0.0","0","2","0","21.4","21.4","15.9","15.9"
"436","Braelon Allen","NYJ","RB","1","2024","1","3","NE","11","55","55.0","5.00","0","0","0","0","0","100.0","72.7","63.6","18.2","","","","0","0.0","0","0.0","1","25.0","3","8.6","3","13","4.6","4.33","4.33","13.0","100.0","0","0.0","0","0","0","10.7","10.7","9.8","9.8"
"437","Emanuel Wilson","GB","RB","1","2024","1","6","ARZ","7","54","54.0","7.71","0","0","0","0","0","100.0","100.0","71.4","28.6","14.3","","","0","0.0","0","0.0","0","0.0","2","6.3","1","19","7.4","19.00","9.50","19.0","50.0","0","0.0","0","0","0","6.4","6.4","8.3","8.3"
"438","Josh Allen","BUF","QB","1","2024","1","5","HST","4","54","54.0","13.50","0","0","4","54","0","100.0","100.0","100.0","75.0","50.0","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","14.6","14.6"
"439","Daniel Jones","NYG","QB","1","2024","1","9","WAS","7","54","54.0","7.71","1","0","1","11","0","100.0","42.9","42.9","42.9","14.3","14.3","","1","100.0","1","33.3","1","20.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.3","4.3","25.4","25.4"
"440","Lamar Jackson","BLT","QB","1","2024","1","4","BUF","6","54","54.0","9.00","1","1","1","6","0","100.0","100.0","83.3","33.3","16.7","","","0","0.0","1","20.0","1","20.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.8","3.8","24.6","24.6"
"441","Breece Hall","NYJ","RB","1","2024","1","1","SF","16","54","54.0","3.38","1","0","0","0","0","81.3","62.5","18.8","6.3","6.3","","","1","100.0","1","50.0","1","50.0","6","20.7","5","39","19.2","7.80","6.50","39.0","83.3","0","0.0","0","0","1","17.6","17.6","19.3","19.3"
"442","Kenneth Walker","SEA","RB","1","2024","1","11","SF","14","54","54.0","3.86","1","0","0","0","0","92.9","71.4","35.7","7.1","","","","2","100.0","2","100.0","2","66.7","2","6.3","2","5","2.3","2.50","2.50","5.0","100.0","0","0.0","0","0","0","11.5","11.5","13.9","13.9"
"443","Breece Hall","NYJ","RB","1","2024","1","3","NE","16","54","54.0","3.38","1","1","0","0","0","87.5","56.3","43.8","6.3","","","","1","100.0","2","100.0","2","50.0","5","14.3","4","29","10.3","7.25","5.80","29.0","80.0","0","0.0","0","1","0","17.8","17.8","18.3","18.3"
"444","Zach Charbonnet","SEA","RB","1","2024","1","15","GB","8","54","54.0","6.75","1","0","0","0","0","87.5","62.5","37.5","25.0","25.0","12.5","","0","0.0","0","0.0","0","0.0","2","6.1","1","12","6.9","12.00","6.00","12.0","50.0","0","0.0","0","0","0","6.9","6.9","13.6","13.6"
"445","Rico Dowdle","DAL","RB","1","2024","1","10","PHI","12","53","53.0","4.42","0","0","0","0","0","75.0","50.0","50.0","8.3","8.3","","","1","100.0","1","33.3","2","40.0","3","10.3","3","3","4.5","1.00","1.00","3.0","100.0","0","0.0","0","0","0","12.0","12.0","8.6","8.6"
"446","Cam Akers","HST","RB","1","2024","1","4","JAX","13","53","53.0","4.08","0","0","0","0","0","84.6","46.2","38.5","7.7","7.7","","","0","0.0","0","0.0","3","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","9.0","9.0","5.3","5.3"
"447","Chase Brown","CIN","RB","1","2024","1","6","NYG","10","53","53.0","5.30","1","1","0","0","0","60.0","60.0","40.0","10.0","10.0","10.0","10.0","0","0.0","0","0.0","0","0.0","3","10.7","2","11","5.3","5.50","3.67","11.0","66.7","0","0.0","0","0","0","9.3","9.3","14.4","14.4"
"448","D'Andre Swift","CHI","RB","1","2024","1","17","SEA","12","53","53.0","4.42","0","0","0","0","0","91.7","66.7","50.0","8.3","","","","0","0.0","0","0.0","0","0.0","5","17.9","4","28","23.0","7.00","5.60","28.0","80.0","0","0.0","0","0","0","13.3","13.3","12.1","12.1"
"449","James Conner","ARZ","RB","1","2024","1","8","MIA","20","53","53.0","2.65","1","0","0","0","0","75.0","35.0","20.0","10.0","5.0","","","2","100.0","2","100.0","6","100.0","2","5.6","2","16","5.2","8.00","8.00","16.0","100.0","0","0.0","0","0","0","17.9","17.9","14.9","14.9"
"450","Tyler Allgeier","ATL","RB","1","2024","1","2","PHI","9","53","53.0","5.89","0","0","0","0","0","100.0","77.8","33.3","22.2","11.1","","","0","0.0","1","50.0","4","80.0","1","3.4","1","12","5.0","12.00","12.00","12.0","100.0","0","0.0","0","0","0","9.3","9.3","7.5","7.5"
"451","Christian McCaffrey","SF","RB","1","2024","1","13","BUF","7","53","53.0","7.57","0","0","0","0","0","85.7","57.1","57.1","42.9","28.6","","","0","0.0","0","0.0","1","20.0","3","16.7","2","14","14.9","7.00","4.67","14.0","66.7","0","0.0","0","2","0","10.4","10.4","8.7","8.7"
"452","James Cook","BUF","RB","1","2024","1","17","NYJ","15","53","53.0","3.53","1","0","0","0","0","80.0","66.7","46.7","","","","","2","66.7","2","66.7","2","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","9.1","9.1","11.3","11.3"
"453","Najee Harris","PIT","RB","1","2024","1","10","WAS","21","53","53.0","2.52","1","0","0","0","0","71.4","42.9","19.0","4.8","","","","3","100.0","3","75.0","5","62.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","14.6","14.6","11.3","11.3"
"454","Audric Estime","DEN","RB","1","2024","1","10","KC","14","53","53.0","3.79","0","0","0","0","0","100.0","57.1","28.6","7.1","","","","0","0.0","0","0.0","2","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.6","8.6","5.3","5.3"
"455","Najee Harris","PIT","RB","1","2024","1","14","CLV","16","53","53.0","3.31","1","0","0","0","0","75.0","37.5","18.8","6.3","6.3","6.3","","1","50.0","2","40.0","6","66.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","13.0","13.0","11.3","11.3"
"456","Emanuel Wilson","GB","RB","1","2024","1","16","NO","11","52","52.0","4.73","1","0","0","0","0","90.9","63.6","36.4","9.1","9.1","","","2","40.0","3","50.0","3","37.5","1","3.3","1","4","1.9","4.00","4.00","4.0","100.0","0","0.0","0","0","0","9.5","9.5","12.6","12.6"
"457","Travis Etienne","JAX","RB","1","2024","1","2","CLV","13","52","52.0","4.00","1","0","0","0","0","69.2","61.5","46.2","15.4","7.7","7.7","","2","100.0","3","75.0","5","83.3","4","13.3","3","6","2.7","2.00","1.50","6.0","75.0","0","0.0","1","1","0","17.4","17.4","14.8","14.8"
"458","Austin Ekeler","WAS","RB","1","2024","1","8","CHI","7","52","52.0","7.43","0","0","0","0","0","100.0","85.7","42.9","14.3","14.3","14.3","","0","0.0","0","0.0","1","14.3","3","7.9","2","6","1.8","3.00","2.00","6.0","66.7","0","0.0","0","1","0","9.5","9.5","7.8","7.8"
"459","Chuba Hubbard","CAR","RB","1","2024","1","7","WAS","17","52","52.0","3.06","1","0","0","0","0","76.5","52.9","23.5","","","","","1","100.0","1","100.0","2","66.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","10.1","10.1","11.2","11.2"
"460","Tyler Allgeier","ATL","RB","1","2024","1","18","CAR","9","52","52.0","5.78","0","0","0","0","0","100.0","77.8","44.4","22.2","11.1","","","0","0.0","0","0.0","0","0.0","2","5.3","2","17","5.4","8.50","8.50","17.0","100.0","0","0.0","0","0","0","7.4","7.4","8.9","8.9"
"461","Chris Rodriguez","WAS","RB","1","2024","1","9","NYG","11","52","52.0","4.73","0","0","0","0","0","100.0","63.6","36.4","9.1","9.1","","","1","16.7","4","40.0","5","35.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","9.7","9.7","5.2","5.2"
"462","Antonio Gibson","NE","RB","1","2024","1","5","MIA","6","52","52.0","8.67","0","0","0","0","0","100.0","83.3","66.7","33.3","16.7","16.7","","0","0.0","0","0.0","0","0.0","1","2.9","1","4","2.5","4.00","4.00","4.0","100.0","0","0.0","0","0","0","4.4","4.4","6.6","6.6"
"463","Breece Hall","NYJ","RB","1","2024","1","10","ARZ","10","52","52.0","5.20","0","0","0","0","0","80.0","70.0","50.0","10.0","","","","0","0.0","0","0.0","1","50.0","4","11.4","4","31","20.5","7.75","7.75","31.0","100.0","0","0.0","0","1","0","12.5","12.5","12.3","12.3"
"464","Breece Hall","NYJ","RB","1","2024","1","16","LA","14","52","52.0","3.71","0","0","0","0","0","92.9","78.6","28.6","","","","","0","0.0","0","0.0","1","100.0","6","14.3","5","38","14.8","7.60","6.33","38.0","83.3","0","0.0","2","2","0","18.2","18.2","14.0","14.0"
"465","Jayden Daniels","WAS","QB","1","2024","1","8","CHI","8","52","52.0","6.50","0","0","6","48","0","87.5","87.5","62.5","25.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.9","3.9","22.2","22.2"
"466","Nick Chubb","CLV","RB","1","2024","1","8","BLT","16","52","52.0","3.25","0","0","0","0","0","50.0","50.0","37.5","6.3","6.3","","","0","0.0","0","0.0","3","100.0","1","2.4","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","11.9","11.9","5.2","5.2"
"467","Lamar Jackson","BLT","QB","1","2024","1","7","TB","9","52","52.0","5.78","0","1","3","34","0","77.8","55.6","44.4","33.3","11.1","","","0","0.0","0","0.0","1","25.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.3","5.3","35.4","35.4"
"468","Tyler Huntley","MIA","QB","1","2024","1","17","CLV","7","52","52.0","7.43","1","1","5","53","1","71.4","71.4","57.1","42.9","14.3","","","0","0.0","0","0.0","1","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.3","4.3","24.2","24.2"
"469","Josh Jacobs","GB","RB","1","2024","1","4","MIN","9","51","51.0","5.67","0","0","0","0","0","88.9","77.8","55.6","22.2","","","","0","0.0","0","0.0","2","100.0","4","7.4","4","27","6.9","6.75","6.75","27.0","100.0","0","0.0","0","1","0","12.9","12.9","11.8","11.8"
"470","Zack Moss","CIN","RB","1","2024","1","4","CAR","15","51","51.0","3.40","0","0","0","0","0","86.7","66.7","13.3","13.3","","","","1","33.3","1","33.3","1","25.0","4","12.9","4","27","11.6","6.75","6.75","27.0","100.0","1","50.0","1","1","0","14.9","14.9","17.8","17.8"
"471","David Montgomery","DET","RB","1","2024","1","14","GB","14","51","51.0","3.64","1","0","0","0","0","85.7","57.1","21.4","7.1","","","","4","66.7","5","62.5","5","45.5","5","12.2","5","33","11.7","6.60","6.60","33.0","100.0","0","0.0","0","0","0","18.6","18.6","19.4","19.4"
"472","Jayden Daniels","WAS","QB","1","2024","2","2","DET","16","51","51.0","3.19","0","0","6","40","0","75.0","50.0","18.8","12.5","6.3","","","1","16.7","2","25.0","5","45.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","12.1","12.1","25.1","25.1"
"473","Tyler Goodson","IND","RB","1","2024","1","7","MIA","14","51","51.0","3.64","1","0","0","0","0","71.4","42.9","28.6","7.1","7.1","","","0","0.0","3","50.0","3","37.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","9.4","9.4","11.1","11.1"
"474","D'Andre Swift","CHI","RB","1","2024","1","9","ARZ","16","51","51.0","3.19","0","0","0","0","0","75.0","43.8","18.8","12.5","","","","0","0.0","0","0.0","0","0.0","6","14.6","6","31","14.3","5.17","5.17","31.0","100.0","0","0.0","0","0","1","16.7","16.7","14.2","14.2"
"475","Tyler Goodson","IND","RB","1","2024","1","6","TEN","8","51","51.0","6.38","0","0","0","0","0","87.5","50.0","25.0","12.5","12.5","12.5","12.5","1","33.3","1","33.3","2","33.3","5","13.2","4","14","7.4","3.50","2.80","14.0","80.0","0","0.0","0","1","0","13.9","13.9","10.5","10.5"
"476","Trey Benson","ARZ","RB","1","2024","1","4","WAS","9","50","50.0","5.56","0","1","0","0","0","88.9","77.8","55.6","22.2","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.4","4.4","5.0","5.0"
"477","Raheem Mostert","MIA","RB","1","2024","1","7","IND","11","50","50.0","4.55","0","1","0","0","0","81.8","54.5","36.4","18.2","","","","1","100.0","1","100.0","3","75.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.0","8.0","4.0","4.0"
"478","Justice Hill","BLT","RB","1","2024","2","2","BUF","6","50","50.0","8.33","0","0","0","0","0","66.7","66.7","66.7","50.0","16.7","16.7","","0","0.0","0","0.0","0","0.0","2","8.0","2","7","2.8","3.50","3.50","7.0","100.0","0","0.0","0","0","0","5.9","5.9","7.7","7.7"
"479","Tank Bigsby","JAX","RB","1","2024","1","16","LV","12","50","50.0","4.17","1","1","0","0","0","91.7","58.3","41.7","16.7","","","","2","100.0","2","100.0","3","100.0","1","2.6","1","1","0.4","1.00","1.00","1.0","100.0","0","0.0","0","0","0","9.9","9.9","11.1","11.1"
"480","James Conner","ARZ","RB","1","2024","1","1","BUF","16","50","50.0","3.13","1","0","0","0","0","87.5","43.8","6.3","6.3","6.3","6.3","","1","100.0","2","100.0","5","71.4","3","9.7","3","33","20.4","11.00","11.00","33.0","100.0","0","0.0","0","0","0","16.6","16.6","19.3","19.3"
"481","Zamir White","LV","RB","1","2024","1","4","CLV","17","50","50.0","2.94","0","1","0","0","0","82.4","41.2","23.5","5.9","5.9","","","0","0.0","2","66.7","2","40.0","1","4.2","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","11.5","11.5","4.0","4.0"
"482","J.K. Dobbins","LAC","RB","1","2024","1","10","TEN","15","50","50.0","3.33","0","0","0","0","0","73.3","46.7","20.0","20.0","","","","2","40.0","2","28.6","2","16.7","3","16.7","3","5","3.0","1.67","1.67","5.0","100.0","0","0.0","0","1","0","14.3","14.3","8.5","8.5"
"483","Travis Etienne","JAX","RB","1","2024","1","4","HST","11","50","50.0","4.55","0","0","0","0","0","81.8","63.6","36.4","18.2","","","","0","0.0","1","25.0","2","40.0","2","6.1","1","10","5.9","10.00","5.00","10.0","50.0","0","0.0","0","0","0","10.1","10.1","7.0","7.0"
"484","Jayden Daniels","WAS","QB","1","2024","1","7","CAR","3","50","50.0","16.67","0","0","0","0","0","66.7","66.7","66.7","33.3","33.3","33.3","33.3","1","100.0","1","20.0","1","10.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.3","2.3","5.2","5.2"
"485","Kyren Williams","LA","RB","1","2024","1","1","DET","18","50","50.0","2.78","1","0","0","0","0","77.8","55.6","22.2","","","","","2","100.0","2","100.0","4","80.0","3","6.1","3","4","1.3","1.33","1.33","4.0","100.0","0","0.0","0","1","0","17.5","17.5","14.4","14.4"
"486","Josh Allen","BUF","QB","1","2024","1","10","IND","8","50","50.0","6.25","1","0","2","22","0","75.0","62.5","50.0","25.0","12.5","12.5","","0","0.0","1","25.0","5","45.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.2","8.2","20.2","20.2"
