2026 SUPERFLEX DYNASTY RANKINGS,,,,,,,"PLAYERS
RANKED","PLAYERS
RANKED",284,0,0,0,0,0,,"SUPERFLEX RANKS
ARE IN SEQUENCE",,YES,,"SUPERFLEX RANKS
CONTAIN DUPLICATES",NO
,PLAYTER/TEAM INFORMATION,,,,,,,,RANKS,,,,,,,,,,,,
,SFX RANK,SDIO ID,NAME,AGE,EXP,POS,TEAM,AVG RANK,THEO,,,,,,TRADE VALUE,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,,
,219,25064,Isaiah Davis,24,3,RB,NYJ,36.50,219,,,,,,105.3646729,RB67,,,,,
,220,26040,Kaleb Johnson,22,2,RB,PIT,36.67,220,,,,,,103.1685942,RB68,,,,,
,221,26839,Taylen Green,23,0,QB,CLE,36.83,221,,,,,,103.0748621,QB42,,,,,
,222,25971,Oscar Delp,22,0,TE,NO,37.00,222,,,,,,102.3769775,TE30,,,,,
,223,25935,Malachi Fields,22,0,WR,NYG,37.17,223,,,,,,102.0495266,WR83,,,,,
,224,23140,Michael Mayer,24,4,TE,LV,37.33,224,,,,,,102.0374021,TE31,,,,,
,225,25975,Pat Bryant,23,2,WR,DEN,37.50,225,,,,,,100.4133057,WR84,,,,,
,226,25882,Jalen Milroe,23,2,QB,SEA,37.67,226,,,,,,99.83534899,QB43,,,,,
,227,25888,Devin Neal,22,2,RB,NO,37.83,227,,,,,,98.89803886,RB69,,,,,
,228,26842,Justin Joly,21,0,TE,DEN,38.00,228,,,,,,97.85671173,TE32,,,,,
,229,24980,Ray Davis,26,3,RB,BUF,38.17,229,,,,,,97.57356722,RB70,,,,,
,230,25962,Gunnar Helm,23,2,TE,TEN,38.33,230,,,,,,97.5706547,TE33,,,,,
,231,25892,Elijah Sarratt,22,0,WR,BAL,38.50,231,,,,,,97.55091309,WR85,,,,,
,232,15076,Keenan Allen,34,13,WR,,38.67,232,,,,,,97.165135,WR86,,,,,
,233,24177,Tre Tucker,25,4,WR,LV,38.83,233,,,,,,96.66471943,WR87,,,,,
,234,24194,Sean Tucker,24,4,RB,TB,39.00,234,,,,,,96.5619196,RB71,,,,,
,235,24990,Jarquez Hunter,23,2,RB,LAR,39.17,235,,,,,,95.58727331,RB72,,,,,
,236,26038,Jaydon Blue,22,2,RB,DAL,39.33,236,,,,,,95.47244955,RB73,,,,,
,237,26799,Skyler Bell,23,0,WR,BUF,39.50,237,,,,,,95.03238701,WR88,,,,,
,238,21768,Najee Harris,28,5,RB,,39.67,238,,,,,,94.69220308,RB74,,,,,
,239,25900,DJ Giddens,22,2,RB,IND,39.83,239,,,,,,93.84229441,RB75,,,,,
,240,26746,Ja'Kobi Lane,21,0,WR,BAL,40.00,240,,,,,,93.57006115,WR89,,,,,
,241,25894,Jack Bech,23,3,WR,LV,40.17,241,,,,,,92.49691436,WR90,,,,,
,242,25102,Will Shipley,23,3,RB,PHI,40.33,242,,,,,,91.44189857,RB76,,,,,
,243,25899,Brashard Smith,23,2,RB,KC,40.50,243,,,,,,90.15022938,RB77,,,,,
,244,24964,Keon Coleman,23,3,WR,BUF,40.67,244,,,,,,89.46022846,WR91,,,,,
,245,19802,Calvin Ridley,31,8,WR,TEN,40.83,245,,,,,,88.88166332,WR92,,,,,
,246,25986,LeQuint Allen Jr.,21,2,RB,JAX,41.00,246,,,,,,88.33129022,RB78,,,,,
,247,25934,Tez Johnson,24,2,WR,TB,41.17,247,,,,,,88.11401916,WR93,,,,,
,248,26736,J'Mari Taylor,24,0,RB,JAX,41.33,248,,,,,,87.72141445,RB79,,,,,
,249,23142,Theo Johnson,25,3,TE,NYG,41.50,249,,,,,,87.64310924,TE34,,,,,
,250,25963,Mason Taylor,22,2,TE,NYJ,41.67,250,,,,,,87.41528262,TE35,,,,,
,251,24176,Tank Dell,26,4,WR,HOU,41.83,251,,,,,,86.63957186,WR94,,,,,
