"Player Details","","","","","","","","","Rushing","","","","","","","","","","","","","","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"225","Miles Sanders","CAR","RB","1","2023","1","1","ATL","18","72","72.0","4.00","0","1","0","0","0","83.3","55.6","38.9","11.1","","","","0","0.0","1","100.0","2","40.0","5","13.2","4","26","17.8","6.50","5.20","26.0","80.0","0","0.0","0","0","0","17.9","17.9","12.8","12.8"
"226","Tommy DeVito","NYG","QB","1","2023","1","14","GB","10","71","71.0","7.10","0","0","6","34","0","80.0","70.0","70.0","30.0","10.0","10.0","","0","0.0","0","0.0","1","20.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.8","5.8","17.4","17.4"
"227","James Cook","BUF","RB","1","2023","1","6","NYG","14","71","71.0","5.07","0","0","0","0","0","85.7","71.4","42.9","21.4","","","","0","0.0","0","0.0","1","20.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","7.7","7.7","7.1","7.1"
"228","Zamir White","LV","RB","1","2023","1","17","IND","20","71","71.0","3.55","0","0","0","0","0","85.0","60.0","35.0","","","","","2","66.7","2","40.0","3","50.0","6","12.8","5","35","11.7","7.00","5.83","35.0","83.3","0","0.0","0","0","0","21.3","21.3","15.6","15.6"
"229","Najee Harris","PIT","RB","1","2023","1","4","HST","14","71","71.0","5.07","0","0","0","0","0","85.7","71.4","21.4","14.3","14.3","7.1","","0","0.0","1","100.0","2","66.7","2","7.1","1","32","24.2","32.00","16.00","32.0","50.0","0","0.0","0","0","0","11.5","11.5","11.3","11.3"
"230","David Montgomery","DET","RB","1","2023","1","12","GB","15","71","71.0","4.73","1","0","0","0","0","93.3","66.7","46.7","6.7","6.7","","","0","0.0","2","100.0","4","66.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","10.8","10.8","15.1","15.1"
"231","Tony Pollard","DAL","RB","1","2023","1","1","NYG","14","70","70.0","5.00","2","0","0","0","0","92.9","64.3","21.4","14.3","7.1","7.1","","4","100.0","6","85.7","7","70.0","2","8.0","2","12","8.4","6.00","6.00","12.0","100.0","0","0.0","0","1","1","16.7","16.7","22.2","22.2"
"232","Zack Moss","IND","RB","1","2023","1","4","LA","18","70","70.0","3.89","0","0","0","0","0","72.2","50.0","33.3","11.1","5.6","5.6","","4","80.0","4","80.0","4","80.0","1","4.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","13.7","13.7","9.0","9.0"
"233","A.J. Dillon","GB","RB","1","2023","1","10","PIT","9","70","70.0","7.78","0","0","0","0","0","100.0","100.0","33.3","11.1","11.1","11.1","11.1","0","0.0","0","0.0","2","40.0","2","5.0","1","11","3.8","11.00","5.50","11.0","50.0","0","0.0","0","0","0","9.1","9.1","9.1","9.1"
"234","Isiah Pacheco","KC","RB","1","2023","1","2","JAX","12","70","70.0","5.83","0","0","0","0","0","83.3","66.7","33.3","16.7","8.3","8.3","8.3","0","0.0","1","25.0","3","50.0","2","4.9","1","0","0.0","","0.00","0.0","50.0","0","0.0","0","0","0","11.4","11.4","8.0","8.0"
"235","Tony Pollard","DAL","RB","1","2023","1","18","WAS","17","70","70.0","4.12","1","0","0","0","0","76.5","70.6","41.2","5.9","","","","1","100.0","1","100.0","4","66.7","2","5.0","2","16","5.2","8.00","8.00","16.0","100.0","0","0.0","0","1","0","15.5","15.5","16.6","16.6"
"236","Lamar Jackson","BLT","QB","1","2023","1","14","LA","11","70","70.0","6.36","0","0","8","68","0","81.8","81.8","72.7","27.3","9.1","","","0","0.0","0","0.0","1","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.3","6.3","32.6","32.6"
"237","Brian Robinson","WAS","RB","1","2023","1","3","BUF","10","70","70.0","7.00","0","0","0","0","0","90.0","70.0","60.0","30.0","10.0","10.0","","1","100.0","1","100.0","2","100.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.6","6.6","7.0","7.0"
"238","D'Andre Swift","PHI","RB","1","2023","1","5","LA","17","70","70.0","4.12","0","0","0","0","0","82.4","76.5","29.4","5.9","5.9","","","1","50.0","1","14.3","1","7.1","6","15.8","6","38","12.5","6.33","6.33","38.0","100.0","0","0.0","0","2","0","19.7","19.7","16.8","16.8"
"239","James Cook","BUF","RB","1","2023","1","16","LAC","20","70","70.0","3.50","0","2","0","0","0","85.0","70.0","35.0","5.0","","","","0","0.0","2","40.0","2","22.2","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","11.5","11.5","6.0","6.0"
"240","Tyson Bagent","CHI","QB","1","2023","1","9","NO","8","70","70.0","8.75","0","0","5","57","0","100.0","100.0","62.5","37.5","25.0","12.5","","0","0.0","0","0.0","1","20.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.8","4.8","19.8","19.8"
"241","Zamir White","LV","RB","1","2023","1","15","LAC","17","69","69.0","4.06","1","0","0","0","0","94.1","58.8","35.3","5.9","5.9","","","1","100.0","1","100.0","2","100.0","3","8.3","3","16","6.2","5.33","5.33","16.0","100.0","0","0.0","1","1","0","15.3","15.3","17.5","17.5"
"242","Najee Harris","PIT","RB","1","2023","1","9","TEN","16","69","69.0","4.31","1","0","0","0","0","75.0","56.3","25.0","12.5","6.3","6.3","","1","100.0","3","100.0","4","100.0","3","10.0","2","7","4.4","3.50","2.33","7.0","66.7","0","0.0","0","0","0","15.7","15.7","15.6","15.6"
"243","Jonathan Taylor","IND","RB","1","2023","1","10","NE","23","69","69.0","3.00","1","0","0","0","0","87.0","52.2","26.1","4.3","","","","1","50.0","2","66.7","5","83.3","1","3.6","1","6","3.1","6.00","6.00","6.0","100.0","0","0.0","0","0","0","17.1","17.1","14.5","14.5"
"244","Tyler Allgeier","ATL","RB","1","2023","1","16","IND","9","69","69.0","7.67","1","0","0","0","0","88.9","77.8","44.4","22.2","11.1","11.1","11.1","0","0.0","0","0.0","3","33.3","1","3.0","1","19","8.3","19.00","19.00","19.0","100.0","0","0.0","0","0","0","8.5","8.5","15.8","15.8"
"245","Ty Chandler","MIN","RB","1","2023","1","18","DET","12","69","69.0","5.75","0","0","0","0","0","100.0","58.3","41.7","16.7","8.3","","","0","0.0","0","0.0","0","0.0","2","4.5","2","20","5.1","10.00","10.00","20.0","100.0","0","0.0","0","0","0","8.8","8.8","10.9","10.9"
"246","Alvin Kamara","NO","RB","1","2023","1","12","ATL","15","69","69.0","4.60","0","0","0","0","0","80.0","73.3","46.7","6.7","6.7","","","0","0.0","0","0.0","3","60.0","5","13.2","4","50","16.4","12.50","10.00","50.0","80.0","0","0.0","0","1","0","18.1","18.1","15.9","15.9"
"247","Tyler Goodson","IND","RB","1","2023","1","15","PIT","11","69","69.0","6.27","0","0","0","0","0","100.0","54.5","36.4","18.2","9.1","9.1","9.1","0","0.0","1","100.0","3","75.0","2","7.1","2","10","4.7","5.00","5.00","10.0","100.0","0","0.0","1","1","0","11.7","11.7","9.9","9.9"
"248","Joe Mixon","CIN","RB","1","2023","1","11","BLT","16","69","69.0","4.31","0","0","0","0","0","87.5","62.5","31.3","12.5","","","","0","0.0","0","0.0","2","66.7","5","16.1","5","31","18.3","6.20","6.20","31.0","100.0","1","50.0","1","3","0","19.4","19.4","21.0","21.0"
"249","Josh Jacobs","LV","RB","1","2023","1","5","GB","20","69","69.0","3.45","1","0","0","0","0","70.0","45.0","30.0","5.0","5.0","5.0","","1","100.0","2","100.0","6","75.0","5","16.1","5","20","9.6","4.00","4.00","20.0","100.0","0","0.0","1","1","0","23.2","23.2","19.9","19.9"
"250","Jordan Mason","SF","RB","1","2023","1","5","DAL","10","69","69.0","6.90","1","0","0","0","0","90.0","80.0","60.0","10.0","10.0","10.0","","0","0.0","0","0.0","1","11.1","1","4.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","7.2","7.2","12.9","12.9"
"251","Gus Edwards","BLT","RB","1","2023","1","17","MIA","16","68","68.0","4.25","1","1","0","0","0","93.8","75.0","37.5","6.3","","","","3","100.0","4","57.1","5","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","12.1","12.1","11.8","11.8"
"252","Alvin Kamara","NO","RB","1","2023","1","6","HST","19","68","68.0","3.58","0","0","0","0","0","68.4","63.2","42.1","5.3","","","","0","0.0","0","0.0","2","66.7","8","15.7","7","36","10.1","5.14","4.50","36.0","87.5","0","0.0","0","1","0","23.7","23.7","17.4","17.4"
"253","Ezekiel Elliott","NE","RB","1","2023","1","14","PIT","22","68","68.0","3.09","0","0","0","0","0","77.3","59.1","22.7","4.5","","","","0","0.0","0","0.0","2","100.0","8","28.6","7","72","30.0","10.29","9.00","72.0","87.5","1","33.3","0","1","0","25.2","25.2","27.0","27.0"
"254","Latavius Murray","BUF","RB","1","2023","1","10","DEN","9","68","68.0","7.56","1","0","0","0","0","100.0","88.9","66.7","22.2","11.1","11.1","","1","100.0","2","50.0","2","28.6","3","11.5","2","1","0.6","0.50","0.33","1.0","66.7","0","0.0","0","0","0","10.6","10.6","14.9","14.9"
"255","Joe Mixon","CIN","RB","1","2023","1","13","JAX","19","68","68.0","3.58","2","0","0","0","0","89.5","47.4","26.3","5.3","5.3","","","3","75.0","4","80.0","5","71.4","7","17.9","6","49","14.1","8.17","7.00","49.0","85.7","0","0.0","0","0","0","24.0","24.0","29.7","29.7"
"256","Isiah Pacheco","KC","RB","1","2023","2","3","BLT","24","68","68.0","2.83","1","0","0","0","0","83.3","50.0","20.8","4.2","","","","1","100.0","2","66.7","4","80.0","4","10.3","4","14","5.8","3.50","3.50","14.0","100.0","0","0.0","0","0","0","21.1","21.1","18.2","18.2"
"257","Tony Pollard","DAL","RB","1","2023","1","13","SEA","20","68","68.0","3.40","1","0","0","0","0","75.0","55.0","30.0","10.0","5.0","","","1","100.0","2","50.0","5","55.6","4","9.8","3","15","5.0","5.00","3.75","15.0","75.0","0","0.0","1","3","0","22.5","22.5","17.3","17.3"
"258","Jaleel McLaughlin","DEN","RB","1","2023","1","5","NYJ","9","68","68.0","7.56","0","0","0","0","0","77.8","44.4","22.2","22.2","22.2","22.2","11.1","1","50.0","2","50.0","2","40.0","4","12.9","3","21","10.7","7.00","5.25","21.0","75.0","1","50.0","0","0","0","12.1","12.1","17.9","17.9"
"259","Jahmyr Gibbs","DET","RB","1","2023","1","7","BLT","11","68","68.0","6.18","1","0","0","0","0","100.0","81.8","45.5","9.1","9.1","9.1","","0","0.0","1","100.0","1","100.0","9","17.0","9","58","20.4","6.44","6.44","58.0","100.0","0","0.0","0","0","0","19.6","19.6","27.6","27.6"
"260","David Montgomery","DET","RB","1","2023","1","2","SEA","16","67","67.0","4.19","1","1","0","0","0","75.0","62.5","50.0","12.5","12.5","","","1","100.0","2","66.7","3","75.0","1","2.9","1","7","2.2","7.00","7.00","7.0","100.0","0","0.0","0","0","0","11.9","11.9","13.4","13.4"
"261","Joe Mixon","CIN","RB","1","2023","1","4","TEN","14","67","67.0","4.79","0","0","0","0","0","85.7","64.3","50.0","14.3","","","","0","0.0","2","100.0","2","100.0","1","3.3","1","9","5.5","9.00","9.00","9.0","100.0","0","0.0","0","0","0","10.1","10.1","8.6","8.6"
"262","Josh Allen","BUF","QB","1","2023","1","18","MIA","15","67","67.0","4.47","0","0","4","51","0","73.3","46.7","33.3","26.7","6.7","","","0","0.0","0","0.0","1","16.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.2","8.2","26.1","26.1"
"263","Austin Ekeler","LAC","RB","1","2023","1","10","DET","19","67","67.0","3.53","1","0","0","0","0","78.9","47.4","26.3","5.3","5.3","","","4","66.7","6","75.0","6","75.0","7","17.5","4","48","14.9","12.00","6.86","48.0","57.1","0","0.0","0","0","0","24.8","24.8","21.5","21.5"
"264","James Cook","BUF","RB","1","2023","1","8","TB","14","67","67.0","4.79","0","0","0","0","0","92.9","78.6","35.7","7.1","7.1","","","0","0.0","1","33.3","3","42.9","1","2.5","1","6","1.9","6.00","6.00","6.0","100.0","0","0.0","0","0","0","10.9","10.9","8.3","8.3"
"265","Christopher Brooks","MIA","RB","1","2023","1","3","DEN","9","66","66.0","7.33","0","0","0","0","0","66.7","44.4","22.2","11.1","11.1","11.1","11.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.4","4.4","6.6","6.6"
"266","Alvin Kamara","NO","RB","1","2023","1","15","NYG","16","66","66.0","4.13","0","0","0","0","0","81.3","50.0","37.5","12.5","6.3","","","0","0.0","1","50.0","3","75.0","5","17.2","5","44","20.2","8.80","8.80","44.0","100.0","0","0.0","0","0","0","17.8","17.8","16.0","16.0"
"267","Dameon Pierce","HST","RB","1","2023","1","5","ATL","20","66","66.0","3.30","0","0","0","0","0","80.0","55.0","25.0","10.0","5.0","","","0","0.0","0","0.0","2","100.0","1","2.9","1","16","6.4","16.00","16.00","16.0","100.0","0","0.0","0","0","0","13.0","13.0","9.2","9.2"
"268","Alexander Mattison","MIN","RB","1","2023","1","14","LV","10","66","66.0","6.60","0","0","0","0","0","90.0","80.0","80.0","20.0","10.0","","","0","0.0","0","0.0","0","0.0","1","2.8","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.4","6.4","6.6","6.6"
"269","David Montgomery","DET","RB","1","2023","1","14","CHI","10","66","66.0","6.60","0","0","0","0","0","100.0","90.0","60.0","30.0","","","","0","0.0","0","0.0","0","0.0","3","8.6","3","19","11.8","6.33","6.33","19.0","100.0","0","0.0","0","0","0","9.3","9.3","11.5","11.5"
"270","Devin Singletary","HST","RB","1","2023","2","1","CLV","13","66","66.0","5.08","1","0","0","0","0","76.9","38.5","30.8","15.4","15.4","7.7","","0","0.0","0","0.0","1","33.3","3","13.6","3","4","1.4","1.33","1.33","4.0","100.0","0","0.0","0","0","0","11.7","11.7","16.0","16.0"
"271","Javonte Williams","DEN","RB","1","2023","1","14","LAC","17","66","66.0","3.88","1","0","0","0","0","82.4","70.6","23.5","11.8","5.9","5.9","","1","100.0","1","100.0","3","50.0","4","12.1","3","25","11.2","8.33","6.25","25.0","75.0","0","0.0","0","0","0","16.8","16.8","18.1","18.1"
"272","Kenneth Walker","SEA","RB","1","2023","1","8","CLV","8","66","66.0","8.25","0","0","0","0","0","75.0","62.5","37.5","12.5","12.5","12.5","12.5","0","0.0","0","0.0","1","20.0","2","5.4","1","4","1.6","4.00","2.00","4.0","50.0","0","0.0","0","0","0","7.7","7.7","8.0","8.0"
"273","Patrick Mahomes","KC","QB","1","2023","2","4","SF","9","66","66.0","7.33","0","1","6","36","0","88.9","88.9","33.3","22.2","22.2","11.1","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.4","4.4","26.9","26.9"
"274","Joshua Dobbs","MIN","QB","1","2023","1","9","ATL","7","66","66.0","9.43","1","1","5","67","1","71.4","71.4","57.1","57.1","28.6","14.3","","0","0.0","0","0.0","3","37.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.0","6.0","26.9","26.9"
"275","Royce Freeman","LA","RB","1","2023","1","7","PIT","12","66","66.0","5.50","0","0","0","0","0","91.7","66.7","50.0","16.7","8.3","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.9","5.9","6.6","6.6"
"276","Daniel Jones","NYG","QB","1","2023","1","4","SEA","10","66","66.0","6.60","0","0","6","55","0","90.0","60.0","50.0","30.0","20.0","","","0","0.0","1","100.0","2","66.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.6","6.6","11.7","11.7"
"277","Jahmyr Gibbs","DET","RB","1","2023","1","14","CHI","11","66","66.0","6.00","1","1","0","0","0","72.7","63.6","27.3","18.2","9.1","9.1","9.1","0","0.0","0","0.0","1","100.0","4","11.4","3","16","9.9","5.33","4.00","16.0","75.0","0","0.0","0","1","0","13.0","13.0","17.2","17.2"
"278","Isiah Pacheco","KC","RB","1","2023","1","9","MIA","16","66","66.0","4.13","0","0","0","0","0","93.8","62.5","43.8","","","","","0","0.0","0","0.0","1","100.0","1","3.3","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","10.2","10.2","6.6","6.6"
"279","Zack Moss","IND","RB","1","2023","1","8","NO","11","66","66.0","6.00","1","0","0","0","0","81.8","45.5","36.4","9.1","9.1","9.1","9.1","1","50.0","2","66.7","4","80.0","1","2.4","1","8","3.8","8.00","8.00","8.0","100.0","0","0.0","0","0","0","10.3","10.3","14.4","14.4"
"280","Saquon Barkley","NYG","RB","1","2023","1","10","DAL","13","66","66.0","5.08","0","0","0","0","0","69.2","38.5","38.5","30.8","7.7","7.7","","1","100.0","1","33.3","3","50.0","3","11.1","1","-5","-5.8","-5.00","-1.67","-5.0","33.3","0","0.0","0","1","0","14.2","14.2","7.1","7.1"
"281","Justice Hill","BLT","RB","1","2023","2","2","HST","13","66","66.0","5.08","0","0","0","0","0","100.0","69.2","46.2","15.4","","","","0","0.0","0","0.0","2","25.0","2","9.1","2","11","7.2","5.50","5.50","11.0","100.0","0","0.0","0","0","0","11.1","11.1","9.7","9.7"
"282","Jerome Ford","CLV","RB","1","2023","1","12","DEN","9","65","65.0","7.22","0","0","0","0","0","100.0","88.9","44.4","33.3","11.1","","","0","0.0","0","0.0","1","16.7","7","16.7","4","14","7.4","3.50","2.00","14.0","57.1","0","0.0","0","1","0","16.4","16.4","11.9","11.9"
"283","Joe Mixon","CIN","RB","1","2023","1","17","KC","21","65","65.0","3.10","0","0","0","0","0","76.2","47.6","28.6","4.8","","","","1","50.0","5","62.5","7","58.3","4","12.1","4","22","11.2","5.50","5.50","22.0","100.0","1","100.0","1","2","0","23.9","23.9","18.7","18.7"
"284","Devin Singletary","HST","RB","1","2023","1","14","NYJ","13","65","65.0","5.00","1","0","0","0","0","84.6","53.8","38.5","15.4","15.4","","","1","100.0","1","100.0","1","100.0","3","10.7","0","0","0.0","","0.00","0.0","","0","0.0","1","1","0","12.5","12.5","12.5","12.5"
"285","D'Onta Foreman","CHI","RB","1","2023","1","6","MIN","15","65","65.0","4.33","0","1","0","0","0","80.0","73.3","60.0","6.7","","","","0","0.0","2","66.7","2","50.0","1","4.2","1","2","1.4","2.00","2.00","2.0","100.0","0","0.0","0","0","0","10.6","10.6","7.7","7.7"
"286","Joe Mixon","CIN","RB","1","2023","1","3","LA","19","65","65.0","3.42","1","0","0","0","0","73.7","42.1","26.3","10.5","","","","0","0.0","0","0.0","1","100.0","2","4.1","1","5","1.9","5.00","2.50","5.0","50.0","0","0.0","0","0","0","13.1","13.1","14.0","14.0"
"287","Javonte Williams","DEN","RB","1","2023","1","12","CLV","18","65","65.0","3.61","0","0","0","0","0","72.2","44.4","33.3","16.7","11.1","","","0","0.0","2","33.3","3","37.5","5","22.7","3","6","4.5","2.00","1.20","6.0","60.0","0","0.0","0","0","0","18.8","18.8","10.1","10.1"
"288","Austin Ekeler","LAC","RB","1","2023","1","16","BUF","15","65","65.0","4.33","0","0","0","0","0","100.0","60.0","46.7","6.7","","","","0","0.0","1","33.3","1","33.3","4","12.1","3","21","9.8","7.00","5.25","21.0","75.0","0","0.0","0","0","0","14.1","14.1","11.6","11.6"
"289","David Montgomery","DET","RB","1","2023","1","17","DAL","14","65","65.0","4.64","1","0","0","0","0","78.6","64.3","35.7","14.3","7.1","7.1","","2","50.0","2","50.0","3","42.9","1","2.9","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","10.9","10.9","12.5","12.5"
"290","Najee Harris","PIT","RB","1","2023","1","3","LV","19","65","65.0","3.42","0","0","0","0","0","78.9","57.9","31.6","5.3","5.3","","","0","0.0","0","0.0","0","0.0","1","3.6","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","10.8","10.8","6.5","6.5"
"291","Joshua Kelley","LAC","RB","1","2023","1","4","LV","17","65","65.0","3.82","0","0","0","0","0","70.6","41.2","35.3","17.6","5.9","5.9","","1","33.3","2","40.0","2","22.2","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","10.1","10.1","6.5","6.5"
"292","Jalen Hurts","PHI","QB","1","2023","1","12","BUF","14","65","65.0","4.64","2","1","5","43","0","71.4","50.0","42.9","21.4","7.1","","","1","50.0","1","50.0","2","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.6","8.6","36.5","36.5"
"293","Pierre Strong","CLV","RB","1","2023","1","18","CIN","14","65","65.0","4.64","0","0","0","0","0","85.7","50.0","42.9","14.3","7.1","7.1","","0","0.0","0","0.0","0","0.0","1","3.8","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.3","8.3","6.5","6.5"
"294","Raheem Mostert","MIA","RB","1","2023","1","5","NYG","10","65","65.0","6.50","1","0","0","0","0","100.0","70.0","60.0","20.0","10.0","10.0","","1","50.0","2","66.7","2","33.3","2","6.7","2","13","4.2","6.50","6.50","13.0","100.0","0","0.0","0","1","1","10.4","10.4","15.8","15.8"
"295","Tyler Allgeier","ATL","RB","1","2023","1","12","NO","10","64","64.0","6.40","0","0","0","0","0","90.0","70.0","60.0","30.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.9","4.9","6.4","6.4"
"296","Kenneth Walker","SEA","RB","1","2023","1","1","LA","12","64","64.0","5.33","0","0","0","0","0","83.3","83.3","58.3","16.7","8.3","","","0","0.0","0","0.0","1","33.3","4","15.4","4","3","2.7","0.75","0.75","3.0","100.0","0","0.0","0","1","0","13.5","13.5","10.7","10.7"
"297","Keaton Mitchell","BLT","RB","1","2023","1","12","LAC","9","64","64.0","7.11","0","0","0","0","0","77.8","66.7","55.6","22.2","11.1","11.1","","0","0.0","0","0.0","0","0.0","2","6.3","2","25","14.1","12.50","12.50","25.0","100.0","0","0.0","0","0","0","7.4","7.4","10.9","10.9"
"298","Austin Ekeler","LAC","RB","1","2023","1","11","GB","10","64","64.0","6.40","0","1","0","0","0","80.0","60.0","30.0","20.0","10.0","10.0","10.0","1","100.0","2","100.0","3","75.0","3","8.3","2","6","2.3","3.00","2.00","6.0","66.7","0","0.0","0","0","0","11.9","11.9","8.0","8.0"
"299","Gus Edwards","BLT","RB","1","2023","1","7","DET","14","64","64.0","4.57","1","0","0","0","0","85.7","71.4","35.7","7.1","7.1","7.1","","1","100.0","1","33.3","3","37.5","1","3.6","1","80","22.4","80.00","80.00","80.0","100.0","0","0.0","0","0","0","10.9","10.9","21.4","21.4"
"300","Nick Chubb","CLV","RB","1","2023","1","2","PIT","10","64","64.0","6.40","0","0","0","0","0","90.0","90.0","60.0","10.0","10.0","10.0","","0","0.0","1","33.3","1","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.8","5.8","6.4","6.4"
"301","Christian McCaffrey","SF","RB","1","2023","1","17","WAS","14","64","64.0","4.57","0","0","0","0","0","78.6","64.3","42.9","21.4","","","","2","33.3","3","33.3","6","50.0","5","17.9","4","27","11.7","6.75","5.40","27.0","80.0","0","0.0","1","2","0","21.0","21.0","13.1","13.1"
"302","Emari Demercado","ARZ","RB","1","2023","1","15","SF","4","64","64.0","16.00","1","0","0","0","0","100.0","75.0","75.0","25.0","25.0","25.0","25.0","0","0.0","0","0.0","0","0.0","3","7.7","1","6","2.8","6.00","2.00","6.0","33.3","0","0.0","0","0","0","6.4","6.4","14.0","14.0"
"303","Jerome Ford","CLV","RB","1","2023","1","17","NYJ","12","64","64.0","5.33","0","0","0","0","0","66.7","66.7","50.0","33.3","8.3","","","0","0.0","1","33.3","1","12.5","3","10.3","2","57","18.4","28.50","19.00","57.0","66.7","2","66.7","1","1","0","12.0","12.0","26.1","26.1"
"304","Najee Harris","PIT","RB","1","2023","1","13","ARZ","16","63","63.0","3.94","0","0","0","0","0","87.5","50.0","37.5","12.5","","","","2","50.0","3","60.0","5","71.4","3","11.1","2","14","7.5","7.00","4.67","14.0","66.7","0","0.0","0","0","0","16.6","16.6","9.7","9.7"
"305","Devin Singletary","HST","RB","1","2023","1","18","IND","24","63","63.0","2.63","1","0","0","0","0","87.5","58.3","12.5","","","","","2","100.0","3","100.0","3","100.0","1","3.8","1","2","0.8","2.00","2.00","2.0","100.0","0","0.0","0","0","0","15.8","15.8","13.5","13.5"
"306","Brian Robinson","WAS","RB","1","2023","1","9","NE","18","63","63.0","3.50","1","1","0","0","0","94.4","50.0","27.8","","","","","0","0.0","1","100.0","3","75.0","2","4.4","1","4","1.2","4.00","2.00","4.0","50.0","0","0.0","0","0","0","14.4","14.4","12.7","12.7"
"307","Saquon Barkley","NYG","RB","1","2023","1","2","ARZ","17","63","63.0","3.71","1","0","0","0","0","82.4","47.1","41.2","11.8","5.9","","","1","100.0","2","66.7","5","62.5","7","18.9","6","29","9.0","4.83","4.14","29.0","85.7","1","50.0","1","1","0","23.8","23.8","27.2","27.2"
"308","Kenneth Walker","SEA","RB","1","2023","1","10","WAS","19","63","63.0","3.32","0","0","0","0","0","73.7","68.4","36.8","5.3","","","","1","100.0","1","100.0","4","100.0","2","4.3","1","64","17.3","64.00","32.00","64.0","50.0","1","50.0","0","0","0","15.7","15.7","19.7","19.7"
"309","Derrick Henry","TEN","RB","1","2023","1","1","NO","15","63","63.0","4.20","0","0","0","0","0","86.7","66.7","40.0","6.7","6.7","","","0","0.0","0","0.0","3","100.0","2","5.9","2","56","28.3","28.00","28.00","56.0","100.0","0","0.0","0","0","0","12.9","12.9","13.9","13.9"
"310","Taysom Hill","NO","QB","1","2023","1","8","IND","9","63","63.0","7.00","2","0","1","12","0","88.9","66.7","66.7","33.3","11.1","11.1","","2","50.0","3","50.0","7","58.3","1","3.4","1","14","4.0","14.00","14.00","14.0","100.0","0","0.0","0","0","0","11.9","11.9","22.5","22.5"
"311","Alvin Kamara","NO","RB","1","2023","1","7","JAX","17","62","62.0","3.65","0","0","0","0","0","64.7","41.2","29.4","17.6","11.8","","","3","75.0","5","62.5","6","54.5","14","25.5","12","91","30.2","7.58","6.50","91.0","85.7","0","0.0","0","1","0","35.0","35.0","29.3","29.3"
"312","Josh Jacobs","LV","RB","1","2023","1","3","PIT","17","62","62.0","3.65","0","0","0","0","0","82.4","52.9","35.3","5.9","","","","1","100.0","1","100.0","2","100.0","5","11.4","3","18","5.6","6.00","3.60","18.0","60.0","0","0.0","0","1","0","18.3","18.3","11.0","11.0"
"313","Bijan Robinson","ATL","RB","1","2023","1","8","TEN","11","62","62.0","5.64","1","0","0","0","0","81.8","54.5","45.5","18.2","9.1","9.1","","0","0.0","0","0.0","2","66.7","3","8.8","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","11.6","11.6","12.2","12.2"
"314","Kenneth Walker","SEA","RB","1","2023","1","6","CIN","19","62","62.0","3.26","1","0","0","0","0","78.9","36.8","26.3","5.3","5.3","5.3","","4","100.0","5","100.0","7","87.5","3","7.3","3","27","8.3","9.00","9.00","27.0","100.0","0","0.0","0","0","0","19.8","19.8","17.9","17.9"
"315","Lamar Jackson","BLT","QB","1","2023","1","6","TEN","13","62","62.0","4.77","0","0","6","25","0","84.6","76.9","53.8","15.4","","","","2","50.0","3","50.0","7","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","12.4","12.4","18.1","18.1"
"316","D'Andre Swift","PHI","RB","1","2023","1","7","MIA","15","62","62.0","4.13","0","0","0","0","0","80.0","60.0","33.3","6.7","6.7","6.7","","0","0.0","0","0.0","1","10.0","3","9.7","3","13","4.7","4.33","4.33","13.0","100.0","0","0.0","0","0","0","12.7","12.7","10.5","10.5"
